1218084.BBJK01000057_gene4392,lolA,Outer-membrane&nbsp;lipoprotein&nbsp;carrier&nbsp;protein,98.9
1218084.BBJK01000120_gene6905,BBJK01000120_gene6905,annotation&nbsp;not&nbsp;available,89.6
1218084.BBJK01000029_gene2772,BBJK01000029_gene2772,annotation&nbsp;not&nbsp;available,89.6
1218084.BBJK01000115_gene6770,BBJK01000115_gene6770,annotation&nbsp;not&nbsp;available,89.6
1218084.BBJK01000137_gene7262,BBJK01000137_gene7262,annotation&nbsp;not&nbsp;available,89.6
1218084.BBJK01000014_gene1495,BBJK01000014_gene1495,annotation&nbsp;not&nbsp;available,89.6
1218084.BBJK01000008_gene1192,BBJK01000008_gene1192,annotation&nbsp;not&nbsp;available,89.6
1218084.BBJK01000180_gene7979,BBJK01000180_gene7979,annotation&nbsp;not&nbsp;available,89.6
1218084.BBJK01000174_gene7900,BBJK01000174_gene7900,annotation&nbsp;not&nbsp;available,89.6
1218084.BBJK01000011_gene1275,BBJK01000011_gene1275,annotation&nbsp;not&nbsp;available,89.6
1218084.BBJK01000067_gene4953,BBJK01000067_gene4953,annotation&nbsp;not&nbsp;available,89.6
1218084.BBJK01000073_gene5119,BBJK01000073_gene5119,annotation&nbsp;not&nbsp;available,89.6
1218084.BBJK01000107_gene6588,BBJK01000107_gene6588,annotation&nbsp;not&nbsp;available,89.6
1218084.BBJK01000039_gene3641,BBJK01000039_gene3641,annotation&nbsp;not&nbsp;available,89.5
1218084.BBJK01000066_gene4913,BBJK01000066_gene4913,annotation&nbsp;not&nbsp;available,89.5
1218084.BBJK01000156_gene7694,BBJK01000156_gene7694,annotation&nbsp;not&nbsp;available,89.5
1218084.BBJK01000108_gene6652,pnp,Polyribonucleotide&nbsp;nucleotidyltransferase,89.5
1218084.BBJK01000023_gene2354,BBJK01000023_gene2354,annotation&nbsp;not&nbsp;available,89.5
1218084.BBJK01000057_gene4378,BBJK01000057_gene4378,Riboflavin&nbsp;biosynthesis&nbsp;protein&nbsp;RibD,89.5
1218084.BBJK01000008_gene1160,BBJK01000008_gene1160,annotation&nbsp;not&nbsp;available,89.5
1218084.BBJK01000074_gene5162,BBJK01000074_gene5162,annotation&nbsp;not&nbsp;available,89.5
1218084.BBJK01000103_gene6453,BBJK01000103_gene6453,annotation&nbsp;not&nbsp;available,89.5
1218084.BBJK01000076_gene5269,BBJK01000076_gene5269,annotation&nbsp;not&nbsp;available,89.4
1218084.BBJK01000058_gene4503,BBJK01000058_gene4503,annotation&nbsp;not&nbsp;available,89.4
1218084.BBJK01000093_gene6094,BBJK01000093_gene6094,annotation&nbsp;not&nbsp;available,89.4
1218084.BBJK01000065_gene4865,cpdA,"3',5'-cyclic&nbsp;adenosine&nbsp;monophosphate&nbsp;phosphodiesterase&nbsp;CpdA",89.4
1218084.BBJK01000080_gene5563,BBJK01000080_gene5563,annotation&nbsp;not&nbsp;available,89.3
1218084.BBJK01000028_gene2751,BBJK01000028_gene2751,Outer&nbsp;membrane&nbsp;protein&nbsp;assembly&nbsp;factor&nbsp;BamA,89.3
1218084.BBJK01000007_gene1075,BBJK01000007_gene1075,annotation&nbsp;not&nbsp;available,89.3
1218084.BBJK01000002_gene248,BBJK01000002_gene248,annotation&nbsp;not&nbsp;available,89.3
1218084.BBJK01000085_gene5712,BBJK01000085_gene5712,annotation&nbsp;not&nbsp;available,89.3
1218084.BBJK01000031_gene2937,BBJK01000031_gene2937,annotation&nbsp;not&nbsp;available,89.3
1218084.BBJK01000105_gene6549,BBJK01000105_gene6549,annotation&nbsp;not&nbsp;available,89.2
1218084.BBJK01000032_gene3112,BBJK01000032_gene3112,annotation&nbsp;not&nbsp;available,89.2
1218084.BBJK01000037_gene3480,BBJK01000037_gene3480,annotation&nbsp;not&nbsp;available,89.2
1218084.BBJK01000050_gene4063,BBJK01000050_gene4063,annotation&nbsp;not&nbsp;available,89.2
1218084.BBJK01000045_gene3954,BBJK01000045_gene3954,annotation&nbsp;not&nbsp;available,89.2
1218084.BBJK01000200_gene8119,BBJK01000200_gene8119,annotation&nbsp;not&nbsp;available,89.2
1218084.BBJK01000103_gene6490,rpsC,30S&nbsp;ribosomal&nbsp;protein&nbsp;S3,89.2
1218084.BBJK01000085_gene5709,BBJK01000085_gene5709,annotation&nbsp;not&nbsp;available,89.2
1218084.BBJK01000145_gene7433,BBJK01000145_gene7433,annotation&nbsp;not&nbsp;available,89.2
1218084.BBJK01000010_gene1262,BBJK01000010_gene1262,annotation&nbsp;not&nbsp;available,89.1
1218084.BBJK01000184_gene8008,BBJK01000184_gene8008,annotation&nbsp;not&nbsp;available,89.1
1218084.BBJK01000060_gene4644,BBJK01000060_gene4644,annotation&nbsp;not&nbsp;available,89.1
1218084.BBJK01000015_gene1560,BBJK01000015_gene1560,annotation&nbsp;not&nbsp;available,89.1
1218084.BBJK01000042_gene3742,BBJK01000042_gene3742,annotation&nbsp;not&nbsp;available,89.1
1218084.BBJK01000115_gene6755,BBJK01000115_gene6755,annotation&nbsp;not&nbsp;available,89.1
1218084.BBJK01000050_gene4088,BBJK01000050_gene4088,annotation&nbsp;not&nbsp;available,89.1
1218084.BBJK01000003_gene410,BBJK01000003_gene410,annotation&nbsp;not&nbsp;available,89.0
1218084.BBJK01000007_gene950,BBJK01000007_gene950,annotation&nbsp;not&nbsp;available,89.0
1218084.BBJK01000023_gene2426,BBJK01000023_gene2426,annotation&nbsp;not&nbsp;available,89.0
1218084.BBJK01000156_gene7688,kdpB,Potassium-transporting&nbsp;ATPase&nbsp;ATP-binding&nbsp;subunit,89.0
1218084.BBJK01000006_gene705,BBJK01000006_gene705,annotation&nbsp;not&nbsp;available,89.0
1218084.BBJK01000032_gene3072,nudH,RNA&nbsp;pyrophosphohydrolase,89.0
1218084.BBJK01000017_gene1910,BBJK01000017_gene1910,annotation&nbsp;not&nbsp;available,89.0
1218084.BBJK01000072_gene5053,BBJK01000072_gene5053,annotation&nbsp;not&nbsp;available,89.0
1218084.BBJK01000013_gene1470,BBJK01000013_gene1470,annotation&nbsp;not&nbsp;available,89.0
1218084.BBJK01000043_gene3810,BBJK01000043_gene3810,D-amino&nbsp;acid&nbsp;dehydrogenase,89.0
1218084.BBJK01000033_gene3181,BBJK01000033_gene3181,annotation&nbsp;not&nbsp;available,89.0
1218084.BBJK01000064_gene4827,BBJK01000064_gene4827,annotation&nbsp;not&nbsp;available,89.0
1218084.BBJK01000006_gene852,BBJK01000006_gene852,annotation&nbsp;not&nbsp;available,88.9
1218084.BBJK01000100_gene6300,BBJK01000100_gene6300,annotation&nbsp;not&nbsp;available,88.9
1218084.BBJK01000029_gene2787,BBJK01000029_gene2787,annotation&nbsp;not&nbsp;available,88.9
1218084.BBJK01000005_gene657,BBJK01000005_gene657,annotation&nbsp;not&nbsp;available,88.9
1218084.BBJK01000202_gene8132,BBJK01000202_gene8132,annotation&nbsp;not&nbsp;available,88.9
1218084.BBJK01000028_gene2691,BBJK01000028_gene2691,annotation&nbsp;not&nbsp;available,88.9
1218084.BBJK01000166_gene7803,BBJK01000166_gene7803,annotation&nbsp;not&nbsp;available,88.8
1218084.BBJK01000039_gene3624,BBJK01000039_gene3624,annotation&nbsp;not&nbsp;available,88.8
1218084.BBJK01000064_gene4816,pheS,annotation&nbsp;not&nbsp;available,88.8
1218084.BBJK01000086_gene5781,BBJK01000086_gene5781,annotation&nbsp;not&nbsp;available,88.8
1218084.BBJK01000105_gene6541,BBJK01000105_gene6541,annotation&nbsp;not&nbsp;available,88.8
1218084.BBJK01000023_gene2352,BBJK01000023_gene2352,annotation&nbsp;not&nbsp;available,88.8
1218084.BBJK01000063_gene4757,BBJK01000063_gene4757,annotation&nbsp;not&nbsp;available,88.8
1218084.BBJK01000077_gene5378,BBJK01000077_gene5378,annotation&nbsp;not&nbsp;available,88.8
1218084.BBJK01000072_gene5078,BBJK01000072_gene5078,annotation&nbsp;not&nbsp;available,88.8
1218084.BBJK01000031_gene2905,BBJK01000031_gene2905,annotation&nbsp;not&nbsp;available,88.8
1218084.BBJK01000043_gene3809,BBJK01000043_gene3809,annotation&nbsp;not&nbsp;available,88.7
1218084.BBJK01000023_gene2457,BBJK01000023_gene2457,annotation&nbsp;not&nbsp;available,88.7
1218084.BBJK01000080_gene5544,BBJK01000080_gene5544,annotation&nbsp;not&nbsp;available,88.7
1218084.BBJK01000075_gene5236,BBJK01000075_gene5236,annotation&nbsp;not&nbsp;available,88.7
1218084.BBJK01000061_gene4691,BBJK01000061_gene4691,Nitrile&nbsp;hydratase&nbsp;subunit&nbsp;beta,88.7
1218084.BBJK01000006_gene894,BBJK01000006_gene894,annotation&nbsp;not&nbsp;available,88.7
1218084.BBJK01000128_gene7089,BBJK01000128_gene7089,Putrescine-binding&nbsp;periplasmic&nbsp;protein,88.6
1218084.BBJK01000023_gene2391,BBJK01000023_gene2391,annotation&nbsp;not&nbsp;available,88.6
1218084.BBJK01000038_gene3600,BBJK01000038_gene3600,annotation&nbsp;not&nbsp;available,88.6
1218084.BBJK01000101_gene6367,BBJK01000101_gene6367,annotation&nbsp;not&nbsp;available,88.6
1218084.BBJK01000029_gene2791,BBJK01000029_gene2791,annotation&nbsp;not&nbsp;available,88.6
1218084.BBJK01000188_gene8037,pdxA,4-hydroxythreonine-4-phosphate&nbsp;dehydrogenase,88.6
1218084.BBJK01000006_gene702,hslU,ATP-dependent&nbsp;protease&nbsp;ATPase&nbsp;subunit&nbsp;HslU,88.6
1218084.BBJK01000073_gene5098,BBJK01000073_gene5098,annotation&nbsp;not&nbsp;available,88.6
1218084.BBJK01000079_gene5507,BBJK01000079_gene5507,annotation&nbsp;not&nbsp;available,88.6
1218084.BBJK01000011_gene1280,BBJK01000011_gene1280,annotation&nbsp;not&nbsp;available,88.6
1218084.BBJK01000006_gene725,BBJK01000006_gene725,annotation&nbsp;not&nbsp;available,88.6
1218084.BBJK01000021_gene2171,BBJK01000021_gene2171,annotation&nbsp;not&nbsp;available,88.5
1218084.BBJK01000066_gene4884,BBJK01000066_gene4884,annotation&nbsp;not&nbsp;available,88.5
1218084.BBJK01000058_gene4432,BBJK01000058_gene4432,annotation&nbsp;not&nbsp;available,88.5
1218084.BBJK01000093_gene6050,BBJK01000093_gene6050,annotation&nbsp;not&nbsp;available,88.5
1218084.BBJK01000057_gene4315,BBJK01000057_gene4315,Elongation&nbsp;factor&nbsp;G,88.4
1218084.BBJK01000008_gene1152,BBJK01000008_gene1152,annotation&nbsp;not&nbsp;available,88.4
1218084.BBJK01000060_gene4602,BBJK01000060_gene4602,annotation&nbsp;not&nbsp;available,88.4
1218084.BBJK01000058_gene4485,BBJK01000058_gene4485,annotation&nbsp;not&nbsp;available,88.4
1218084.BBJK01000123_gene6952,BBJK01000123_gene6952,annotation&nbsp;not&nbsp;available,88.4
1218084.BBJK01000015_gene1513,BBJK01000015_gene1513,annotation&nbsp;not&nbsp;available,88.4
1218084.BBJK01000021_gene2230,BBJK01000021_gene2230,annotation&nbsp;not&nbsp;available,88.4
1218084.BBJK01000042_gene3804,BBJK01000042_gene3804,annotation&nbsp;not&nbsp;available,88.4
1218084.BBJK01000023_gene2326,BBJK01000023_gene2326,annotation&nbsp;not&nbsp;available,88.4
1218084.BBJK01000032_gene3041,ftsI,"Peptidoglycan&nbsp;D,D-transpeptidase&nbsp;FtsI",88.4
1218084.BBJK01000006_gene882,BBJK01000006_gene882,annotation&nbsp;not&nbsp;available,88.4
1218084.BBJK01000177_gene7949,BBJK01000177_gene7949,Flagellar&nbsp;basal&nbsp;body&nbsp;rod&nbsp;protein&nbsp;FlgB,88.4
1218084.BBJK01000031_gene3032,BBJK01000031_gene3032,annotation&nbsp;not&nbsp;available,88.4
1218084.BBJK01000107_gene6594,BBJK01000107_gene6594,annotation&nbsp;not&nbsp;available,88.4
1218084.BBJK01000177_gene7944,flgG,annotation&nbsp;not&nbsp;available,88.4
1218084.BBJK01000112_gene6739,BBJK01000112_gene6739,annotation&nbsp;not&nbsp;available,88.3
1218084.BBJK01000028_gene2698,BBJK01000028_gene2698,annotation&nbsp;not&nbsp;available,88.3
1218084.BBJK01000147_gene7482,BBJK01000147_gene7482,annotation&nbsp;not&nbsp;available,88.3
1218084.BBJK01000002_gene258,BBJK01000002_gene258,annotation&nbsp;not&nbsp;available,88.3
1218084.BBJK01000157_gene7708,BBJK01000157_gene7708,annotation&nbsp;not&nbsp;available,88.3
1218084.BBJK01000023_gene2432,BBJK01000023_gene2432,Acetate&nbsp;CoA-transferase&nbsp;YdiF,88.3
1218084.BBJK01000101_gene6339,BBJK01000101_gene6339,annotation&nbsp;not&nbsp;available,88.3
1218084.BBJK01000008_gene1209,BBJK01000008_gene1209,annotation&nbsp;not&nbsp;available,88.3
1218084.BBJK01000031_gene2885,BBJK01000031_gene2885,annotation&nbsp;not&nbsp;available,88.3
1218084.BBJK01000059_gene4573,BBJK01000059_gene4573,annotation&nbsp;not&nbsp;available,88.2
1218084.BBJK01000116_gene6795,BBJK01000116_gene6795,annotation&nbsp;not&nbsp;available,88.2
1218084.BBJK01000023_gene2314,BBJK01000023_gene2314,annotation&nbsp;not&nbsp;available,88.2
1218084.BBJK01000145_gene7438,BBJK01000145_gene7438,annotation&nbsp;not&nbsp;available,88.2
1218084.BBJK01000103_gene6460,BBJK01000103_gene6460,annotation&nbsp;not&nbsp;available,88.2
1218084.BBJK01000005_gene650,BBJK01000005_gene650,annotation&nbsp;not&nbsp;available,88.2
1218084.BBJK01000125_gene7031,BBJK01000125_gene7031,annotation&nbsp;not&nbsp;available,88.2
1218084.BBJK01000027_gene2652,BBJK01000027_gene2652,4-hydroxy-tetrahydrodipicolinate&nbsp;synthase,88.1
1218084.BBJK01000083_gene5642,BBJK01000083_gene5642,annotation&nbsp;not&nbsp;available,88.1
1218084.BBJK01000120_gene6898,BBJK01000120_gene6898,annotation&nbsp;not&nbsp;available,88.1
1218084.BBJK01000060_gene4611,BBJK01000060_gene4611,annotation&nbsp;not&nbsp;available,88.1
1218084.BBJK01000032_gene3075,BBJK01000032_gene3075,annotation&nbsp;not&nbsp;available,88.1
1218084.BBJK01000021_gene2257,BBJK01000021_gene2257,annotation&nbsp;not&nbsp;available,88.1
1218084.BBJK01000042_gene3805,BBJK01000042_gene3805,annotation&nbsp;not&nbsp;available,88.0
1218084.BBJK01000052_gene4110,BBJK01000052_gene4110,annotation&nbsp;not&nbsp;available,88.0
1218084.BBJK01000027_gene2660,hisS,annotation&nbsp;not&nbsp;available,88.0
1218084.BBJK01000025_gene2523,BBJK01000025_gene2523,annotation&nbsp;not&nbsp;available,88.0
1218084.BBJK01000032_gene3165,BBJK01000032_gene3165,annotation&nbsp;not&nbsp;available,88.0
1218084.BBJK01000007_gene1030,BBJK01000007_gene1030,annotation&nbsp;not&nbsp;available,88.0
1218084.BBJK01000021_gene2278,BBJK01000021_gene2278,annotation&nbsp;not&nbsp;available,88.0
1218084.BBJK01000007_gene1088,BBJK01000007_gene1088,annotation&nbsp;not&nbsp;available,88.0
1218084.BBJK01000093_gene6081,pyrE,Orotate&nbsp;phosphoribosyltransferase,88.0
1218084.BBJK01000003_gene505,BBJK01000003_gene505,annotation&nbsp;not&nbsp;available,88.0
1218084.BBJK01000064_gene4834,BBJK01000064_gene4834,annotation&nbsp;not&nbsp;available,88.0
1218084.BBJK01000003_gene494,BBJK01000003_gene494,annotation&nbsp;not&nbsp;available,87.9
1218084.BBJK01000055_gene4248,BBJK01000055_gene4248,annotation&nbsp;not&nbsp;available,87.9
1218084.BBJK01000016_gene1721,BBJK01000016_gene1721,annotation&nbsp;not&nbsp;available,87.9
1218084.BBJK01000002_gene246,BBJK01000002_gene246,annotation&nbsp;not&nbsp;available,87.9
1218084.BBJK01000080_gene5580,BBJK01000080_gene5580,annotation&nbsp;not&nbsp;available,87.9
1218084.BBJK01000036_gene3413,nusA,Transcription&nbsp;termination/antitermination&nbsp;protein&nbsp;NusA,87.9
1218084.BBJK01000177_gene7945,BBJK01000177_gene7945,annotation&nbsp;not&nbsp;available,87.9
1218084.BBJK01000103_gene6451,BBJK01000103_gene6451,annotation&nbsp;not&nbsp;available,87.9
1218084.BBJK01000007_gene951,BBJK01000007_gene951,annotation&nbsp;not&nbsp;available,87.9
1218084.BBJK01000002_gene172,BBJK01000002_gene172,annotation&nbsp;not&nbsp;available,87.8
1218084.BBJK01000139_gene7312,BBJK01000139_gene7312,annotation&nbsp;not&nbsp;available,87.8
1218084.BBJK01000004_gene593,BBJK01000004_gene593,annotation&nbsp;not&nbsp;available,87.8
1218084.BBJK01000021_gene2266,BBJK01000021_gene2266,annotation&nbsp;not&nbsp;available,87.8
1218084.BBJK01000055_gene4262,parC,DNA&nbsp;topoisomerase&nbsp;4&nbsp;subunit&nbsp;A,87.8
1218084.BBJK01000052_gene4141,BBJK01000052_gene4141,annotation&nbsp;not&nbsp;available,87.8
1218084.BBJK01000125_gene7038,BBJK01000125_gene7038,annotation&nbsp;not&nbsp;available,87.8
1218084.BBJK01000081_gene5596,BBJK01000081_gene5596,annotation&nbsp;not&nbsp;available,87.8
1218084.BBJK01000105_gene6555,BBJK01000105_gene6555,annotation&nbsp;not&nbsp;available,87.8
1218084.BBJK01000057_gene4342,BBJK01000057_gene4342,4-hydroxy-3-methylbut-2-enyl&nbsp;diphosphate&nbsp;reductase,87.8
1218084.BBJK01000125_gene7027,clpB,Chaperone&nbsp;protein&nbsp;ClpB,87.8
1218084.BBJK01000002_gene234,BBJK01000002_gene234,annotation&nbsp;not&nbsp;available,87.7
1218084.BBJK01000141_gene7327,BBJK01000141_gene7327,annotation&nbsp;not&nbsp;available,87.7
1218084.BBJK01000002_gene275,BBJK01000002_gene275,annotation&nbsp;not&nbsp;available,87.7
1218084.BBJK01000150_gene7569,BBJK01000150_gene7569,annotation&nbsp;not&nbsp;available,87.7
1218084.BBJK01000003_gene435,BBJK01000003_gene435,annotation&nbsp;not&nbsp;available,87.7
1218084.BBJK01000042_gene3745,BBJK01000042_gene3745,annotation&nbsp;not&nbsp;available,87.7
1218084.BBJK01000016_gene1686,BBJK01000016_gene1686,annotation&nbsp;not&nbsp;available,87.7
1218084.BBJK01000091_gene6002,BBJK01000091_gene6002,annotation&nbsp;not&nbsp;available,87.7
1218084.BBJK01000028_gene2741,glnD,Bifunctional&nbsp;uridylyltransferase/uridylyl-removing&nbsp;enzyme,87.7
1218084.BBJK01000076_gene5275,ispD,2-C-methyl-D-erythritol&nbsp;4-phosphate&nbsp;cytidylyltransferase,87.7
1218084.BBJK01000026_gene2595,BBJK01000026_gene2595,L-threonine&nbsp;aldolase,87.7
1218084.BBJK01000023_gene2369,BBJK01000023_gene2369,annotation&nbsp;not&nbsp;available,87.6
1218084.BBJK01000036_gene3312,BBJK01000036_gene3312,annotation&nbsp;not&nbsp;available,87.6
1218084.BBJK01000110_gene6676,BBJK01000110_gene6676,annotation&nbsp;not&nbsp;available,87.6
1218084.BBJK01000095_gene6177,lcdH,L-carnitine&nbsp;dehydrogenase,87.6
1218084.BBJK01000079_gene5513,BBJK01000079_gene5513,annotation&nbsp;not&nbsp;available,87.6
1218084.BBJK01000008_gene1227,BBJK01000008_gene1227,annotation&nbsp;not&nbsp;available,87.6
1218084.BBJK01000032_gene3126,BBJK01000032_gene3126,annotation&nbsp;not&nbsp;available,87.6
1218084.BBJK01000008_gene1195,BBJK01000008_gene1195,annotation&nbsp;not&nbsp;available,87.6
1218084.BBJK01000032_gene3144,BBJK01000032_gene3144,annotation&nbsp;not&nbsp;available,87.6
1218084.BBJK01000003_gene375,BBJK01000003_gene375,annotation&nbsp;not&nbsp;available,87.6
1218084.BBJK01000011_gene1282,BBJK01000011_gene1282,Carbonic&nbsp;anhydrase,87.5
1218084.BBJK01000027_gene2671,purA,Adenylosuccinate&nbsp;synthetase,87.5
1218084.BBJK01000042_gene3782,BBJK01000042_gene3782,annotation&nbsp;not&nbsp;available,87.5
1218084.BBJK01000105_gene6534,BBJK01000105_gene6534,annotation&nbsp;not&nbsp;available,87.5
1218084.BBJK01000142_gene7369,BBJK01000142_gene7369,annotation&nbsp;not&nbsp;available,87.5
1218084.BBJK01000003_gene347,BBJK01000003_gene347,annotation&nbsp;not&nbsp;available,87.5
1218084.BBJK01000052_gene4165,BBJK01000052_gene4165,annotation&nbsp;not&nbsp;available,87.5
1218084.BBJK01000052_gene4152,BBJK01000052_gene4152,annotation&nbsp;not&nbsp;available,87.4
1218084.BBJK01000020_gene2155,bioB,Biotin&nbsp;synthase,87.4
1218084.BBJK01000136_gene7235,BBJK01000136_gene7235,annotation&nbsp;not&nbsp;available,87.4
1218084.BBJK01000034_gene3222,BBJK01000034_gene3222,annotation&nbsp;not&nbsp;available,87.4
1218084.BBJK01000064_gene4811,BBJK01000064_gene4811,annotation&nbsp;not&nbsp;available,87.4
1218084.BBJK01000021_gene2262,BBJK01000021_gene2262,annotation&nbsp;not&nbsp;available,87.4
1218084.BBJK01000054_gene4198,BBJK01000054_gene4198,annotation&nbsp;not&nbsp;available,87.4
1218084.BBJK01000131_gene7172,BBJK01000131_gene7172,annotation&nbsp;not&nbsp;available,87.4
1218084.BBJK01000119_gene6862,BBJK01000119_gene6862,annotation&nbsp;not&nbsp;available,87.3
1218084.BBJK01000006_gene792,BBJK01000006_gene792,annotation&nbsp;not&nbsp;available,87.3
1218084.BBJK01000016_gene1724,BBJK01000016_gene1724,annotation&nbsp;not&nbsp;available,87.3
1218084.BBJK01000060_gene4635,BBJK01000060_gene4635,annotation&nbsp;not&nbsp;available,87.3
1218084.BBJK01000096_gene6206,BBJK01000096_gene6206,annotation&nbsp;not&nbsp;available,87.3
1218084.BBJK01000013_gene1454,BBJK01000013_gene1454,annotation&nbsp;not&nbsp;available,87.3
1218084.BBJK01000052_gene4143,BBJK01000052_gene4143,Alkanesulfonate&nbsp;monooxygenase,87.3
1218084.BBJK01000187_gene8032,argG,annotation&nbsp;not&nbsp;available,87.3
1218084.BBJK01000017_gene1940,BBJK01000017_gene1940,annotation&nbsp;not&nbsp;available,87.3
1218084.BBJK01000175_gene7913,BBJK01000175_gene7913,annotation&nbsp;not&nbsp;available,87.2
1218084.BBJK01000143_gene7411,glgB,"1,4-alpha-glucan&nbsp;branching&nbsp;enzyme&nbsp;GlgB",87.2
1218084.BBJK01000032_gene3042,murE,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate&nbsp;ligase",87.2
1218084.BBJK01000031_gene2930,BBJK01000031_gene2930,annotation&nbsp;not&nbsp;available,87.2
1218084.BBJK01000019_gene2059,BBJK01000019_gene2059,annotation&nbsp;not&nbsp;available,87.2
1218084.BBJK01000006_gene704,BBJK01000006_gene704,annotation&nbsp;not&nbsp;available,87.2
1218084.BBJK01000190_gene8051,BBJK01000190_gene8051,annotation&nbsp;not&nbsp;available,87.2
1218084.BBJK01000023_gene2377,BBJK01000023_gene2377,Serine&nbsp;hydroxymethyltransferase,87.2
1218084.BBJK01000079_gene5514,BBJK01000079_gene5514,annotation&nbsp;not&nbsp;available,87.2
1218084.BBJK01000116_gene6783,BBJK01000116_gene6783,annotation&nbsp;not&nbsp;available,87.1
1218084.BBJK01000112_gene6704,BBJK01000112_gene6704,Ribokinase,87.1
1218084.BBJK01000032_gene3102,BBJK01000032_gene3102,annotation&nbsp;not&nbsp;available,87.1
1218084.BBJK01000007_gene1043,BBJK01000007_gene1043,annotation&nbsp;not&nbsp;available,87.1
1218084.BBJK01000069_gene4999,BBJK01000069_gene4999,annotation&nbsp;not&nbsp;available,87.1
1218084.BBJK01000085_gene5742,BBJK01000085_gene5742,Oxygen-independent&nbsp;coproporphyrinogen-III&nbsp;oxidase-like&nbsp;protein,87.0
1218084.BBJK01000003_gene346,BBJK01000003_gene346,annotation&nbsp;not&nbsp;available,87.0
1218084.BBJK01000103_gene6452,BBJK01000103_gene6452,annotation&nbsp;not&nbsp;available,87.0
